crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	_labels
39	5000	26	601	597	0	0.963	2	1.0	15,11	0.9	2	0.846	26	17	11	1.0	0.0	0.0	0.923	0.087	0.067	{"0092ad94-d8b0-45da-b4b5-863cdb8a3088": 0, "0523c2d5-56d0-4c97-9c8c-eb95b1a5cfe3": 0, "1c99f083-9213-4f5a-9dcd-208ec1e8296d": 0, "1cc6448e-f543-4557-b7f2-146599c9195d": 1, "21a7c9af-2833-4a2c-9a96-06c7f4688100": 0, "388ba192-a7ef-4821-83ea-4662a799ec5f": 0, "42b8b12f-2a80-4534-b2dd-760cb4ff8c2d": 1, "535070e3-33ce-47cc-9d7f-96d1c7b50154": 0, "59d8909c-1f36-4249-8cd4-d4a5376dcefe": 1, "654cb361-0759-42d9-b6f0-123d9aca37db": 0, "66e0d8d6-ae0b-4b12-92e2-d49ee34fb58f": 0, "6e4e742b-9db6-4820-89ac-e3d50a0c8561": 1, "72ab0188-3c98-4bcd-90c0-6aac2aa361f4": 1, "7e0682ca-69f4-4d8e-9f5e-b40656d630ca": 1, "80ade73a-31ae-48e6-ae5a-71231975448b": 0, "909e48b3-bfc3-458d-b3ac-9a4239e19643": 0, "91ee366b-827f-4155-aea6-d574ce3e67c3": 1, "97088f95-7270-422d-9e75-54f58ba28193": 0, "9b1da78d-8399-416e-9a5b-95fb6cdc3455": 1, "a0b35706-382b-4214-9d6e-26928b9c8fe9": 1, "a2fa32ba-ea32-4515-9dc3-6ecf6b6f6e26": 0, "a4cff7d0-3c0a-4c8b-b652-e38b0c6de40c": 1, "b098955f-4f0d-475e-9346-b50d395bf760": 1, "b8cfcc9e-3aea-4f42-8fc7-c6b4b6c74c85": 0, "e51273d7-f69b-4f7b-9151-03bae4245103": 0, "e602570f-16d5-48c6-b12a-d30b76bcd8db": 0}
40	5000	18	95	67	0	0.954	2	1.0	14,4	0.4	2	1.0	18	7	14	1.0	0.0	0.0	1.0	0.0	0.0	{"01238a04-d24d-4bcc-9fb9-e4da40eb193b": 0, "0a1a1538-d0cb-4405-bcd1-baf5ae6a5f3f": 1, "16ffb5f1-2d7d-46ed-a4ef-77c80de68543": 0, "1e69e7ff-dc48-4d31-9b6a-1d5aa0ff5193": 1, "25872ba7-fd6f-45bb-af03-c466b4ccd6ff": 0, "267e0787-f69a-47ca-92b6-967418aba878": 1, "34e6a5a7-febf-463d-a41d-e38fd75e1557": 1, "35c3f9b0-57d4-48ce-b919-a2f67a79a973": 0, "3adcfd90-bfe3-485a-802a-dc2cda8f3af7": 1, "4b79ddfe-718f-435d-832b-377159d73367": 1, "63d18e5c-fa82-4e27-925d-b7ba2e1202f3": 1, "6e2d3b73-e07a-45c3-92bf-7d3619c1f2da": 1, "7527c669-82e8-4c3f-a8b5-4797b244d2e9": 1, "7c12223c-aecd-4915-8a88-6c0ed16107d5": 1, "9c9344fa-f5ae-47da-837b-8dd7531fe8b4": 1, "c143ca59-7c5c-43d6-9059-c25412d9b739": 1, "de1d0ebf-01f6-4904-a5e6-1d9d9b09e631": 1, "fee5776b-a9c6-4138-8214-4bd169d621f7": 1}
41	5000	17	197	147	0	0.971	2	1.0	12,5	0.5	2	1.0	17	6	14	1.0	0.0	0.0	1.0	0.0	0.0	{"01238a04-d24d-4bcc-9fb9-e4da40eb193b": 0, "0a1a1538-d0cb-4405-bcd1-baf5ae6a5f3f": 1, "25872ba7-fd6f-45bb-af03-c466b4ccd6ff": 0, "267e0787-f69a-47ca-92b6-967418aba878": 1, "2a1aec43-7514-4e76-9c8e-74623ae41665": 0, "34e6a5a7-febf-463d-a41d-e38fd75e1557": 1, "3adcfd90-bfe3-485a-802a-dc2cda8f3af7": 1, "4b79ddfe-718f-435d-832b-377159d73367": 1, "6e2d3b73-e07a-45c3-92bf-7d3619c1f2da": 1, "7527c669-82e8-4c3f-a8b5-4797b244d2e9": 1, "7c12223c-aecd-4915-8a88-6c0ed16107d5": 1, "9881c254-d0d3-44cc-a7c4-9b42ef49e0f4": 0, "9c9344fa-f5ae-47da-837b-8dd7531fe8b4": 1, "c0d111c2-075e-43fe-8625-ab75a9458b68": 0, "c143ca59-7c5c-43d6-9059-c25412d9b739": 1, "de1d0ebf-01f6-4904-a5e6-1d9d9b09e631": 1, "ebca35c8-43e4-4758-89b6-19c3aedb041e": 1}
42	5000	27	1191	1148	0	0.997	2	1.0	18,9	1.0	2	0.851	27	9	19	1.0	0.0	0.0	0.926	0.09	0.056	{"07b853c6-e7d0-4a0b-ac17-3ebe810e4b11": 0, "17c8dc3b-daf8-4cc6-ab8e-4e3bcd4d7f11": 1, "198ac7ce-bac5-49a6-a3af-41b93d98b62d": 1, "3483f3c3-a9a6-4b09-aba0-f9d8f7d97fd3": 0, "3b3f120c-8129-4ba9-ba2c-ae791dde928b": 1, "42ece895-0f61-4b3a-b1d6-96f49f916dba": 1, "51db3c6c-3315-4134-8d20-eb89951cadbe": 1, "66f81153-6eb1-4ea2-96ab-c47754c6bd4e": 1, "684bce1d-6feb-4644-aec0-14fe3c19667b": 0, "6f2f78fb-e56b-4496-a3d3-d958d1c7bdac": 1, "7090080f-7e00-44e3-96f3-fd3371116c58": 1, "7648f688-ba7a-4d90-97f5-8b6913e216d7": 0, "7cad9d48-b642-4cee-8f84-8bf9f855316e": 0, "8105c2e0-9426-4b34-81d0-e49ef07db2ba": 1, "82b81417-0562-4e48-9de5-a0d94dca748c": 1, "995268d3-7100-48a4-a777-becf7b9eec57": 1, "9e2eb59e-ada8-4fe8-974a-860897737e7d": 1, "a3bb2e80-ddb5-4874-9dd4-ba747ca8d9c1": 1, "a64be126-fa59-432e-b435-3749831e8121": 1, "a728f3cb-4eb6-4acf-86e4-1f323ffb7ad1": 1, "ad52aaa8-b600-4a5a-a08a-d0b21fbe5f8c": 1, "d1daf756-86ad-48aa-a385-9bbc1394f922": 1, "d7022787-2288-4f6d-8c39-f411e1059c1c": 0, "dcd3feb5-65b3-4a81-bca1-b919f25d3a12": 0, "e63bf0a4-771b-4056-b673-dcd0c7a2ab1b": 0, "ea9a0681-7cd8-4d45-8227-564fc3e04015": 0, "ff089890-540d-4977-a824-feb3df27dcd2": 1}
43	5000	24	453	419	0	0.989	2	1.0	14,10	1.0	2	0.833	24	11	15	1.0	0.0	0.0	0.917	0.096	0.071	{"07b853c6-e7d0-4a0b-ac17-3ebe810e4b11": 0, "0f30e511-2068-4421-933e-97bd44562bde": 1, "17c8dc3b-daf8-4cc6-ab8e-4e3bcd4d7f11": 1, "26dd58e9-ff6c-4af8-b4a8-4093571311ec": 0, "3301ac84-7eb2-4667-93ae-f2760e46c080": 1, "3483f3c3-a9a6-4b09-aba0-f9d8f7d97fd3": 0, "3a4f2e4a-dfa8-4579-99c7-f61d790c9256": 1, "3b3f120c-8129-4ba9-ba2c-ae791dde928b": 1, "51db3c6c-3315-4134-8d20-eb89951cadbe": 1, "7648f688-ba7a-4d90-97f5-8b6913e216d7": 0, "7cad9d48-b642-4cee-8f84-8bf9f855316e": 0, "995268d3-7100-48a4-a777-becf7b9eec57": 1, "9e2eb59e-ada8-4fe8-974a-860897737e7d": 1, "9eeb16f0-dcde-4329-bac6-65315f3535a2": 1, "ad52aaa8-b600-4a5a-a08a-d0b21fbe5f8c": 1, "b11057cb-3c2d-4e23-976a-883bf07a175c": 0, "c1be2448-be0a-4d12-a27b-3d25574a5ee3": 1, "c767119c-017e-45f4-926e-13db7e9ed0bb": 1, "c83bf85d-31eb-420a-9e73-3440295cbb9e": 1, "dcd3feb5-65b3-4a81-bca1-b919f25d3a12": 0, "e1ece28e-c4f2-40b0-b41e-7d4b8d765d02": 0, "e63bf0a4-771b-4056-b673-dcd0c7a2ab1b": 0, "eb0474bb-c6d6-4432-88d4-2a7a9e9ca9ee": 1, "f814ea7f-b31a-48ff-a98a-c25d130e6d59": 0}
44	5000	24	383	374	0	0.96	2	1.0	16,8	1.0	2	1.0	24	8	20	1.0	0.0	0.0	1.0	0.0	0.0	{"0f30e511-2068-4421-933e-97bd44562bde": 0, "26dd58e9-ff6c-4af8-b4a8-4093571311ec": 1, "319a438e-ebdf-41bb-9d1c-215ccdb1db22": 0, "3301ac84-7eb2-4667-93ae-f2760e46c080": 0, "38bc477b-843b-4159-819c-e482b9ad5f98": 1, "3b3f120c-8129-4ba9-ba2c-ae791dde928b": 0, "4fe6bade-1547-4a8b-a7ed-40be32425f78": 1, "608cbf0c-e57d-4002-9725-baae05f4f0b6": 0, "94249e69-a45f-47db-8d97-16090a79933a": 0, "98dd94ef-9450-42ae-bc42-d9152d8e8ece": 0, "99fd8a85-48a0-45b4-8d7f-342f87bcc01b": 1, "9eeb16f0-dcde-4329-bac6-65315f3535a2": 0, "a1b6818d-07a4-4ee5-b218-115a60680b14": 0, "ad52aaa8-b600-4a5a-a08a-d0b21fbe5f8c": 0, "b11057cb-3c2d-4e23-976a-883bf07a175c": 1, "b9986816-a71d-4666-900b-378ada160792": 0, "c1be2448-be0a-4d12-a27b-3d25574a5ee3": 0, "c767119c-017e-45f4-926e-13db7e9ed0bb": 0, "c83bf85d-31eb-420a-9e73-3440295cbb9e": 0, "d3b6f314-0349-4b8c-9be8-51c152ad82ac": 1, "e1ece28e-c4f2-40b0-b41e-7d4b8d765d02": 1, "eb0474bb-c6d6-4432-88d4-2a7a9e9ca9ee": 0, "f814ea7f-b31a-48ff-a98a-c25d130e6d59": 1, "f99f178c-4e1b-4b21-8269-1b13532b6e94": 0}
45	5000	25	377	341	0	0.977	2	1.0	16,9	0.9	1	0.0	24	9	16	1.0	0.0	0.0	0.511	0.0	1.0	{"0096575b-6006-4ce7-a4eb-ca9980f56d6c": 0, "011e3fec-324e-49fd-8575-9f786b5a41ea": 1, "0f30e511-2068-4421-933e-97bd44562bde": 1, "319a438e-ebdf-41bb-9d1c-215ccdb1db22": 1, "38bc477b-843b-4159-819c-e482b9ad5f98": 0, "427055f5-f259-42d8-aaa3-748c6e9d0c2a": 1, "4ea9c566-c8db-4b7e-9650-b82a15f09ebe": 1, "5b039176-d14a-4b85-be9e-4c4b64b1968f": 0, "68687fca-4e46-4743-b7f9-26e5d2cd7e45": 1, "72c987cf-500a-4974-923b-98e6dd49f5dd": 0, "764c6db1-9088-4aff-9e3f-71200d2e8406": 0, "845efea3-4329-4bfa-83b8-3a3cfebeee27": 1, "86d6cb4a-1136-4643-b7b0-49eb673890f9": 1, "9416790b-c46a-4336-af54-7acbc5fee42b": 0, "a1b6818d-07a4-4ee5-b218-115a60680b14": 1, "c79ea377-9d89-44f6-bf2e-97cefe17c986": 0, "cccb77ba-975a-414f-b32d-bd15550e7431": 1, "cf69522d-70c3-42fa-966c-7196bfc1e309": 1, "dbf52cc8-f41e-4207-b98d-9639e96f8bc9": 1, "e1ece28e-c4f2-40b0-b41e-7d4b8d765d02": 0, "ee123ea2-f4e3-489c-9051-fd759ba10cc7": 1, "f0c8edd1-a557-45e3-9c87-a42e0facf930": 1, "f4e6e57b-4162-47d5-a321-acf17309aadd": 1, "f814ea7f-b31a-48ff-a98a-c25d130e6d59": 0, "f97e3465-5a29-4aab-9f11-9d30f789da30": 1}
46	5000	28	1208	1197	0	0.995	2	1.0	18,10	1.1	2	1.0	28	18	11	1.0	0.0	0.0	1.0	0.0	0.0	{"022c8bca-7310-4de8-853b-35d7c4118d30": 0, "0934f5b7-c959-485c-a6ed-a50c99fb083b": 0, "0fd4b259-efd6-4bd3-97f7-21f0a5faf0b5": 0, "43bf74ec-63bf-43fc-8733-b48329fe81e2": 1, "448c4a0b-a626-4adc-90fb-3e88b5c37055": 0, "4c8fbe3c-21c4-4f1a-83a0-831ff0e32845": 0, "4ef97b2a-f240-487f-9513-db2c434817e8": 0, "51089e16-3de5-429e-a73d-6cbdf0e4e373": 0, "60d84cb9-ce03-4837-818e-a80626b0de84": 1, "656068ea-07d1-43ce-9911-e4a948aa7d87": 0, "6619958a-7e35-40de-9321-b4be9f15eefb": 0, "72c987cf-500a-4974-923b-98e6dd49f5dd": 0, "7464fce7-d7b2-480f-b6f3-25fc65730ceb": 0, "845efea3-4329-4bfa-83b8-3a3cfebeee27": 1, "852b941c-4319-4f9c-96ac-0682e32555ba": 0, "8aba383d-6c34-44f3-8079-be7db1f22e13": 1, "8f827b21-4a0a-489a-a60e-11158e91ad8f": 1, "94f339ba-6ee0-4343-8a58-eefc765f760b": 1, "aa4c7d80-2a2d-4878-9f16-1b5a247de0d2": 0, "c7bb7bad-4e60-4abc-8598-5f92d8d004c8": 0, "d0b465b8-e9eb-446f-870e-699417ed7401": 1, "d0b644f2-9435-42f6-b5e1-9c7c81af4973": 1, "d3247821-c4dc-406f-9d6b-79af8f80e52d": 1, "d76b62a8-584f-4ccc-9f6d-e2513bce44d4": 0, "df5c3810-d831-4286-b91d-88d74d7664c9": 0, "e82d6829-7b4a-4365-bbfd-d1da2999d621": 1, "f3fa5df7-0441-4bca-aba4-d1b6ab95b0a7": 0, "fb147e1e-af12-4eca-8ab5-35da11ae8aeb": 0}
47	5000	20	442	414	0	0.984	2	1.0	15,5	0.6	2	1.0	18	14	4	1.0	0.0	0.0	1.0	0.0	0.0	{"0ebd6297-355f-4df4-a55e-d564484d3c82": 0, "0f305799-29b4-405e-8018-2abc0d1d7b32": 1, "12525fa3-7602-4b21-92dd-757bfd213778": 0, "2cb215a5-d77c-44c6-a3c2-ed319bbe2817": 1, "3709cd65-d768-46c6-be36-978d4fa2fe26": 0, "3cc55708-7952-41ea-b53f-c8908cc57b71": 1, "405659a1-0f5c-4f26-8203-a1252d4fb9c0": 0, "43861021-7f67-4209-9e46-fe20661ad1aa": 0, "545d4cf6-d9c0-4159-bdcf-9d4f68e875b1": 0, "592a0904-2508-4750-b964-5e0c019c5fa1": 0, "65b63979-945c-40b5-b7e0-6b5249257625": 0, "6f6dbbb2-6885-4de1-8b34-546659b16695": 0, "72c89572-9c26-4181-ba7c-ba8954baa950": 0, "996fcb62-e45a-4527-b9a0-e5c5b9b39f13": 0, "a00648a5-f52b-412f-9ca0-5596c0e2abbc": 0, "aafc4f2e-bcad-420c-bc19-027cf7b0f409": 0, "ca8845fc-92e9-49f8-b482-5c0f8a917e30": 0, "e0497707-e6b8-4868-9714-5c801454dd09": 0, "e50f1b25-2dc8-449b-9e36-2aaf28e0698a": 1, "f1481417-b6a3-4e24-92f5-dd016a4d6ab2": 1}
48	5000	19	497	474	0	0.971	2	1.0	13,6	0.6	1	0.0	18	13	5	1.0	0.0	0.0	0.575	0.0	1.0	{"0ebd6297-355f-4df4-a55e-d564484d3c82": 0, "0f305799-29b4-405e-8018-2abc0d1d7b32": 1, "2cb215a5-d77c-44c6-a3c2-ed319bbe2817": 1, "3709cd65-d768-46c6-be36-978d4fa2fe26": 0, "3cc55708-7952-41ea-b53f-c8908cc57b71": 1, "405659a1-0f5c-4f26-8203-a1252d4fb9c0": 0, "43861021-7f67-4209-9e46-fe20661ad1aa": 0, "545d4cf6-d9c0-4159-bdcf-9d4f68e875b1": 0, "592a0904-2508-4750-b964-5e0c019c5fa1": 0, "65b63979-945c-40b5-b7e0-6b5249257625": 0, "6f6dbbb2-6885-4de1-8b34-546659b16695": 0, "996fcb62-e45a-4527-b9a0-e5c5b9b39f13": 0, "a00648a5-f52b-412f-9ca0-5596c0e2abbc": 0, "aafc4f2e-bcad-420c-bc19-027cf7b0f409": 0, "ca8845fc-92e9-49f8-b482-5c0f8a917e30": 0, "e0497707-e6b8-4868-9714-5c801454dd09": 0, "e50f1b25-2dc8-449b-9e36-2aaf28e0698a": 1, "ee8a14bb-5e48-4e35-8c2f-8c9f3a7e5d8e": 1, "f1481417-b6a3-4e24-92f5-dd016a4d6ab2": 1}
49	5000	23	852	807	0	0.957	2	1.0	13,10	0.8	2	0.402	22	13	9	1.0	0.0	0.0	0.753	0.158	0.333	{"0e62f974-34b7-443c-8d30-cbbb79c07717": 0, "0ebd6297-355f-4df4-a55e-d564484d3c82": 1, "0f305799-29b4-405e-8018-2abc0d1d7b32": 0, "2cb215a5-d77c-44c6-a3c2-ed319bbe2817": 0, "3709cd65-d768-46c6-be36-978d4fa2fe26": 1, "3a96d459-64d5-4276-8f6f-5f30a89af8b5": 0, "3cc55708-7952-41ea-b53f-c8908cc57b71": 0, "405659a1-0f5c-4f26-8203-a1252d4fb9c0": 1, "43861021-7f67-4209-9e46-fe20661ad1aa": 1, "545d4cf6-d9c0-4159-bdcf-9d4f68e875b1": 1, "592a0904-2508-4750-b964-5e0c019c5fa1": 1, "5d1fd8a9-0c46-4bb6-baa0-5dcb656b2f38": 0, "5d216255-81c4-43f1-8267-c94e8503e1fc": 0, "65b63979-945c-40b5-b7e0-6b5249257625": 1, "6f6dbbb2-6885-4de1-8b34-546659b16695": 1, "996fcb62-e45a-4527-b9a0-e5c5b9b39f13": 1, "a00648a5-f52b-412f-9ca0-5596c0e2abbc": 1, "aafc4f2e-bcad-420c-bc19-027cf7b0f409": 1, "ca8845fc-92e9-49f8-b482-5c0f8a917e30": 1, "e0497707-e6b8-4868-9714-5c801454dd09": 1, "e5d0cdd3-73bd-45aa-b034-d21071a9903d": 0, "ee8a14bb-5e48-4e35-8c2f-8c9f3a7e5d8e": 0, "f1481417-b6a3-4e24-92f5-dd016a4d6ab2": 0}
50	5000	21	718	600	0	0.948	2	1.0	12,9	0.7	1	0.0	21	10	13	1.0	0.0	0.0	0.486	0.0	1.0	{"1ed75c41-d414-49f9-9fb2-ff888debf897": 0, "39333e3c-1e51-452f-9822-6abc7439255b": 0, "438da84f-2588-456b-8717-e8700a130320": 0, "5a374063-081f-47dd-af65-4a60223f28b8": 1, "64475b8e-5cde-4349-abd2-f882c34e0e2f": 1, "66f799ff-7824-40d9-8d26-3058e233cc43": 0, "6e3e6df5-5ba9-44a1-9b09-31ee31992470": 0, "78ebba47-63c7-40c3-9a3f-98b6dc2ab384": 1, "7f831b08-8401-4b26-87c5-307286096d65": 0, "88e91f5b-f76d-47ca-8e7f-333f02b2584a": 0, "8e90af4a-8f55-40e3-9310-ae3368e71cb0": 1, "9b7bf8df-4011-47f7-9440-75446b3ad4b0": 0, "b92b460e-03cc-4edb-8246-775401231320": 1, "c0052a50-f2ed-4e65-bb66-ff1f5e3e60f3": 0, "c79305db-fcc3-4dc7-bb2e-09d50c36a75b": 0, "c7f589ca-fd56-411c-af09-f9977e434997": 1, "c802a993-6cc6-4a7e-8c05-03a4c3b91742": 0, "cc032694-c154-4ecb-9a70-e86f5fd640bb": 1, "df385f6c-34c5-4576-b8bc-a864a8e420c8": 1, "f3f67bf3-1ee8-4e32-8f1f-641ec57d5241": 0, "f4e02b21-e54a-46b2-b75d-2cdfe0da7ae7": 1}
51	5000	20	415	378	0	0.989	2	1.0	13,7	0.5	1	0.0	20	14	8	1.0	0.0	0.0	0.521	0.0	1.0	{"1433e9c8-e835-4c8c-b438-09a3538c25eb": 0, "1ed75c41-d414-49f9-9fb2-ff888debf897": 1, "2aabac9b-7d4e-46c4-b0b8-f3adc6168a9a": 1, "4f3de1d0-9ea5-4e01-8950-b39f6bed8f9f": 0, "5a374063-081f-47dd-af65-4a60223f28b8": 0, "64475b8e-5cde-4349-abd2-f882c34e0e2f": 0, "6e3e6df5-5ba9-44a1-9b09-31ee31992470": 1, "78ebba47-63c7-40c3-9a3f-98b6dc2ab384": 0, "83f3a481-be92-49a8-916c-188e2e44c285": 0, "8e90af4a-8f55-40e3-9310-ae3368e71cb0": 0, "9295e3f6-0a22-460a-8a3d-e4e00cb90818": 0, "989cc2f2-e6ae-438b-87a1-3678ba0e7de7": 0, "9b7bf8df-4011-47f7-9440-75446b3ad4b0": 1, "b33e3cb1-c55c-41ae-9b97-6a070784ca51": 0, "ba03b6e4-c1f7-409a-9c91-eb666fda69fe": 1, "c5d1ab88-32cd-42c1-b7a6-1d22b1ea5919": 0, "c79305db-fcc3-4dc7-bb2e-09d50c36a75b": 1, "c7f589ca-fd56-411c-af09-f9977e434997": 0, "cc032694-c154-4ecb-9a70-e86f5fd640bb": 0, "f6a85e0e-2513-446e-b7dd-96726495962b": 1}
52	5000	26	284	210	0	0.969	2	1.0	18,8	0.7	2	0.845	25	18	8	1.0	0.0	0.0	0.92	0.098	0.059	{"0dd79703-0380-4bf4-ad3b-4cf0751973d1": 0, "11f18cce-8091-4401-9af9-9de309fb7689": 0, "1433e9c8-e835-4c8c-b438-09a3538c25eb": 0, "2aabac9b-7d4e-46c4-b0b8-f3adc6168a9a": 1, "3245b12c-080f-4f65-b035-42668a8f7ec6": 1, "4ed64551-1a2a-4cbf-b6ab-850cb2687900": 0, "4f3de1d0-9ea5-4e01-8950-b39f6bed8f9f": 0, "5a374063-081f-47dd-af65-4a60223f28b8": 0, "64475b8e-5cde-4349-abd2-f882c34e0e2f": 0, "65cfe5a4-7602-4af6-b7e8-e576b91123c9": 1, "7bfd4d0d-81b4-497f-9410-281470493863": 1, "7e99de84-401b-467f-a861-ff9d0e85947f": 0, "83f3a481-be92-49a8-916c-188e2e44c285": 0, "88da934e-9917-4715-a729-657032b6ef1f": 0, "8e90af4a-8f55-40e3-9310-ae3368e71cb0": 0, "9295e3f6-0a22-460a-8a3d-e4e00cb90818": 0, "989cc2f2-e6ae-438b-87a1-3678ba0e7de7": 0, "a8d3e7a5-0df0-4595-9db2-c03356d9bf11": 1, "b33e3cb1-c55c-41ae-9b97-6a070784ca51": 0, "ba03b6e4-c1f7-409a-9c91-eb666fda69fe": 1, "c2d89426-ec47-4b5f-b8c0-d6c52b691961": 0, "c5d1ab88-32cd-42c1-b7a6-1d22b1ea5919": 0, "c79305db-fcc3-4dc7-bb2e-09d50c36a75b": 1, "dbc3bf4e-95af-4e6a-b903-3222a7a39bbe": 0, "e24e99f3-03a9-4708-9c49-c6b7a8ba41b6": 1, "ee7d527d-d4d1-4128-bded-bf977ce51dab": 0}
53	5000	19	508	477	0	0.942	2	1.0	10,9	26.8	2	0.602	18	10	9	1.0	0.0	0.0	0.791	0.219	0.2	{"09dd44ad-19f8-4e4f-911a-27fd3424d9b4": 0, "0b30f29b-68ce-483e-a8d8-517c175b3822": 1, "1f785001-d536-47a2-8bb5-19c9b1ec94c9": 1, "2ab34f95-ff04-42c8-8102-436d0873125b": 0, "2edb8103-32f0-458a-984b-1923b821602b": 1, "3409a97e-8480-48a5-a106-5b3e942845c2": 0, "404abe55-e739-45f2-95f9-2dd987756bd6": 0, "6111befc-5c0f-4282-827e-17cc73aa15f8": 1, "87758170-215b-4c9f-b08f-fe4bda28cdcb": 1, "9052c2c6-fcd4-4149-9966-1fad98cbb030": 1, "b3b0d5d1-53e6-4d05-9db5-52c19610715b": 1, "cba3d73c-57a8-474e-a6ca-c0dd586d0e9e": 0, "cd78b68a-b8fe-4fe7-bc5f-f9d3eaaa632b": 1, "d91348be-5505-49b2-831f-dfbcf5a431ee": 0, "e74657f0-c221-41dc-8cfb-9b1c7b41686a": 0, "e97c85bf-2bc4-47f6-ba11-ab8c63fc1553": 0, "eabe546c-7fc5-4ab9-8322-6603ef43b961": 0, "ed23de69-81af-4b08-99aa-d8982ff26480": 1, "fe0c3cfa-79dc-4034-a5fb-ff251598120d": 1}
54	5000	23	557	517	0	0.992	2	1.0	12,11	0.6	2	0.818	22	11	13	1.0	0.0	0.0	0.909	0.091	0.091	{"0057dc0f-0c26-464d-af0c-aac07b2b261c": 0, "141db159-9907-48d3-8659-02b22327c130": 0, "27d9ef62-0f2c-46b2-ae2b-47909d17dc6f": 1, "2ba962c7-877a-46b4-b0e3-6cd5ce5c3431": 1, "3abb01c1-b3d2-4c99-a888-56f0fb021695": 1, "404abe55-e739-45f2-95f9-2dd987756bd6": 0, "43d6cd99-c489-40ab-9701-dddd0fc02439": 1, "46d8352f-7340-4115-9aad-01179d209f06": 0, "7174b46a-4a08-4c8b-b82f-d0b5d7176bef": 1, "768eb2da-0ca2-426e-9c89-c2efbbdd1f97": 0, "7c8e8b7b-bf72-4ea7-830d-106e071866d2": 1, "87758170-215b-4c9f-b08f-fe4bda28cdcb": 1, "8faed754-69e0-41d8-97dd-8d6102a1257d": 0, "b17fa728-d077-4a41-89cc-711508320e99": 1, "c1ffb14e-e5a0-485d-8360-e6c6140deb4f": 1, "cb1191da-121b-4771-8c47-dab823faf06f": 0, "cbbc96cd-f12e-4752-8913-4c1a21b595a7": 1, "cfeffa24-5d94-4042-abc0-bc4dbcedbf83": 1, "d2b9b6bc-bfb1-4015-9d1b-d9b3a9ab75fe": 0, "d91348be-5505-49b2-831f-dfbcf5a431ee": 0, "e2140a08-b1a6-4c6f-a6b9-6841230fa69a": 0, "e8ae2fbb-f85f-430a-9c4e-57c66b54a13e": 0, "fe0c3cfa-79dc-4034-a5fb-ff251598120d": 1}
55	5000	22	630	586	0	0.957	2	1.0	12,10	1.9	2	1.0	22	11	12	0.909	0.091	0.091	0.909	0.091	0.091	{"07a454ed-f0b0-40e6-8cde-1300daff326c": 0, "19815d6d-28b3-4812-b940-116852a9ab8d": 1, "2c6e9628-7f3f-472d-b21d-901c9b40b0d3": 1, "30636d6f-752e-4fc9-98ce-61afac1cbea2": 0, "42b0997f-8484-42bf-bccd-0d6c2deab94f": 0, "43d6cd99-c489-40ab-9701-dddd0fc02439": 0, "46d8352f-7340-4115-9aad-01179d209f06": 1, "5decf749-5177-461c-b30c-cc1685c94035": 1, "67fad395-aa55-4e8b-b2e6-71aa9054677b": 1, "6939fe73-8c20-4c8a-84c8-453210dfb311": 0, "79e045ea-9347-49ef-a13f-b9393225c91b": 0, "8e093af6-e7c8-4615-b80e-ce3d3fbc9bcc": 0, "8f9709e9-4bac-4306-b627-9b6b92621a9e": 0, "a98af790-5231-4143-801e-daf52d3d6de9": 0, "af08f7d5-1f87-4e6f-95c5-95fa1f620c83": 1, "afc0083b-ed01-4508-9786-5cecc0758f24": 0, "b68ced59-a096-4b6b-a01f-aee6d4c6f55d": 0, "b7e97a3b-d3e9-445c-a10a-bc3be123d1ad": 1, "cfeffa24-5d94-4042-abc0-bc4dbcedbf83": 0, "d2b9b6bc-bfb1-4015-9d1b-d9b3a9ab75fe": 1, "d56cfc96-f771-4fe1-b4d4-6972d01ca138": 1, "f0bb2c69-779b-466f-bb8b-2efda528beda": 1}
