crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
119	5000	22	389	376	20	0.996	2	1.0	13,9	0.7	1.0	1.0	0.0	0.0	2	1.0	21	12	9	1.0	0.0	0.0	1.0	0.0	0.0		{"0003adb9-c113-4219-b181-9311c110221c": 0, "014ba29b-ed2f-4c90-a54b-4755c9da2318": 0, "0d9c2911-aa76-4806-ac26-7f24bf23a840": 1, "0ea21a9b-6215-4999-baee-8db107be698b": 1, "30a8f4f6-7044-47c1-8ec4-efe11a8c5979": 1, "32e52da6-4709-4735-9e57-e646cd59718e": 0, "3bf4d67f-5513-4f92-843c-f332168d23a6": 1, "438414f1-3153-4c7e-8106-6b7b048e1738": 0, "5e676058-d5f1-421a-8e68-030b2246783a": 1, "6063eff9-28b5-4a06-b1fa-46f7d56b37aa": 1, "75dc5215-ac5f-4d80-819e-13531201d410": 1, "7e8a3e68-b227-4dcb-9dcc-865b7b588f27": 1, "92168cee-eee4-4498-80da-244fb489bfd8": 1, "a54a5d57-fd94-47df-85cd-aa2dc0d18797": 1, "be2e63f2-396c-4305-b00a-df3a2174614c": 1, "bfd70818-2c5b-4070-8507-d50eb170b5a0": 0, "d6869398-5200-48fc-ad56-970331bc28ae": 1, "d9736ccc-8b3d-4ccc-a7ee-386c36cd7210": 0, "e09ef96e-9924-4dd8-ad40-39f6470a6c71": 0, "e11402b4-cc38-4470-b870-49917f43c6fb": 0, "e39eae6b-5e2e-49d2-bb4b-e5fb94a4886a": 1, "f19b0677-90d4-4c69-8d94-b3ad1d47f1e0": 0}
120	5000	16	199	207	14	0.992	2	1.0	9,7	0.4	1.0	1.0	0.0	0.0	2	0.532	15	10	11	1.0	0.0	0.0	0.752	0.275	0.222		{"0003adb9-c113-4219-b181-9311c110221c": 0, "0d9c2911-aa76-4806-ac26-7f24bf23a840": 1, "0f431df8-42e7-4a59-9c8f-4f8354adbd3d": 1, "29e8a473-b83f-4f42-9ba2-da58c04d909b": 1, "300baca2-09fa-4889-ba04-7516ba176d24": 0, "36aebe58-6c6a-4ee9-9106-3c9a69175ac0": 0, "598ac1b4-748d-42dc-a4d8-906480c238aa": 1, "71e8fb9d-bd6c-4f05-b4e6-f58e5cd2a8a1": 0, "82019662-e662-47a5-a27e-72a14879a5ee": 1, "990dad97-fc52-433e-8fab-aa8d838536c2": 1, "a8271d1c-03f8-4475-9486-1c19d85a438d": 1, "b9e30c82-532b-4e72-9d38-5b64c7f977ab": 0, "bd68e06b-7536-4b86-846a-77ca9ac0f1e5": 0, "ce7ebca4-f53a-407e-8ad2-efcb83d5c3d0": 1, "d41a2514-0665-4c62-aded-dac5f26d8c26": 1, "f0df4479-45d8-42a8-a117-43404ba536f4": 0}
121	5000	22	201	190	0	0.892	2	0.955	11,10,1	0.6	1.0	1.0	0.0	0.0	1	0.0	20	9	12	1.0	0.0	0.0	0.479	0.0	1.0		{"0bd1e843-ca12-436c-a4ef-2c0744876ac9": 0, "15cc4fd8-8ef3-49ea-9b70-de6a203d67c1": 0, "15e1a0ad-ecc2-467b-bd29-fe040eacc29b": 1, "3b25c7a0-4b7c-415d-9876-ecbeef194f30": 1, "3ce97a67-d18f-4fdf-be43-3ce703487953": 0, "42fc7013-84ec-4ac4-b01a-a413faf3d8e1": 0, "8153d0b4-8974-418e-8dae-f1c45ab0bc67": 0, "8600c384-9b30-41df-acc5-3cb4368bc973": 0, "9945937c-5e1e-463d-b025-f444a60df50b": 0, "a28cf3d9-290c-4a8d-8113-da467592ea81": 1, "a2d0baf4-467a-4f08-a6f0-fa967f0b0c61": 1, "a487cd6b-a488-4344-91c0-90c72a822619": 1, "ba4a49e0-f57e-4ac6-965a-b0ee77cff7ee": 1, "caf682c2-4071-422b-bb17-ebba05ca0499": 0, "cc748ab5-c79e-4017-9e18-9a908e0c6593": -1, "cea0cb08-2fdc-48c3-806e-a8074f4aa132": 0, "d5e46627-2ce2-4d63-86ee-8167e5dacb7f": 1, "dc69b2f1-7850-486c-b8b0-0d213383b9e4": 0, "de140d27-a218-4cd5-84a7-fa0c7e11f963": 1, "e77a9a90-9e98-4569-9abd-af64e87d59fd": 1, "e9d21509-5a03-4120-828e-ecb5061af3ab": 1, "ed915cf0-6990-4b50-8427-29cd221337fa": 0}
122	5000	23	72	69	0	0.976	2	1.0	12,11	0.6	1.0	1.0	0.0	0.0	2	0.826	23	12	14	1.0	0.0	0.0	0.913	0.091	0.083		{"1f4cbc95-9b94-4bd6-8c1d-111d0f60b5ae": 0, "20bca47b-f10a-440e-b698-ab1bc03f6511": 0, "241b44f9-5fdd-44ce-aacb-e72721c0d160": 1, "30e76319-e1ec-43e7-911b-bc7e912355a8": 0, "33203be5-fb7d-4fad-a8f8-2be4e417247e": 0, "480f8c34-606a-4ab1-bd2c-df8861944701": 1, "5c5beacf-d2f2-4893-942a-88a8cb960b95": 1, "61770f1a-b7ab-4cd6-8617-cc1fb4f19e02": 1, "6535e0e9-77e1-4d5a-927f-68b04f781d05": 1, "666974d1-dc52-4a84-af92-050b68cac580": 0, "6ee3b856-67ca-4c36-b09b-1be95f852423": 1, "6f52d8ac-89cf-48a9-9073-62d9200493e8": 0, "84c2a5e7-3a71-4211-9da3-26a66e8549c5": 0, "8f54e34a-61ff-4a08-ad71-3c109f65e867": 1, "b19efcd1-8d31-4806-a7a7-649441b71ad1": 1, "b1dfb22c-d9b4-40c3-8bcb-0295efdf279a": 0, "ba8a64b3-83a9-47b5-8dd6-8eb2be29364a": 0, "c7e87ed1-6cdf-4ed6-8cde-26f7416761f4": 1, "cf3404c4-d4c5-424e-aab2-718a49251e1a": 0, "e258e8da-d924-490d-b944-737618940f1a": 1, "e40337c1-f4c1-40ee-b499-384ea0aa94cc": 0, "f35838f6-7a9f-41c8-ab64-459a9dd92d73": 1, "fe065f4b-a522-4b38-80ca-86ec9759e0c5": 1}
123	5000	17	117	130	38	1.0	2	1.0	12,5	0.4	1.0	1.0	0.0	0.0	2	1.0	16	6	13	1.0	0.0	0.0	1.0	0.0	0.0		{"1ee35348-9cc7-4b7e-b584-2b25e136d101": 0, "241b44f9-5fdd-44ce-aacb-e72721c0d160": 1, "30e76319-e1ec-43e7-911b-bc7e912355a8": 0, "39b94725-5801-41e0-9d3e-0e57a53bd712": 1, "6535e0e9-77e1-4d5a-927f-68b04f781d05": 1, "666974d1-dc52-4a84-af92-050b68cac580": 0, "67fed3d2-d019-49c6-a2a7-380d2da4145f": 1, "6c18b03a-4ec4-4de2-96d9-25e0bce91092": 1, "7ca9df33-80cd-4ae3-83de-d639bcf5af64": 1, "7fb5c76c-a7a7-4d25-ae3c-fcc05f645abd": 1, "88fccf7d-2aa2-4e49-8aac-56ddbde323ce": 1, "b1db6426-f77a-4087-9639-5d720fc66026": 0, "c7e87ed1-6cdf-4ed6-8cde-26f7416761f4": 1, "cbca6915-6f66-454c-9681-cfec8c664ee2": 1, "e258e8da-d924-490d-b944-737618940f1a": 1, "e40337c1-f4c1-40ee-b499-384ea0aa94cc": 0, "fe065f4b-a522-4b38-80ca-86ec9759e0c5": 1}
124	5000	21	143	160	43	0.986	2	1.0	15,6	0.5	1.0	1.0	0.0	0.0	2	1.0	19	6	13	1.0	0.0	0.0	1.0	0.0	0.0		{"1ee35348-9cc7-4b7e-b584-2b25e136d101": 0, "2065bedc-63fb-44a7-9bb5-dbba368ee886": 1, "241b44f9-5fdd-44ce-aacb-e72721c0d160": 1, "30e76319-e1ec-43e7-911b-bc7e912355a8": 0, "39b94725-5801-41e0-9d3e-0e57a53bd712": 1, "4cb42f53-30be-4057-bd6b-73ee4546fd4e": 0, "601bb25d-d951-41b6-abf8-41b2be7d1b0e": 1, "6535e0e9-77e1-4d5a-927f-68b04f781d05": 1, "666974d1-dc52-4a84-af92-050b68cac580": 0, "67fed3d2-d019-49c6-a2a7-380d2da4145f": 1, "6c18b03a-4ec4-4de2-96d9-25e0bce91092": 1, "7ca9df33-80cd-4ae3-83de-d639bcf5af64": 1, "7fb5c76c-a7a7-4d25-ae3c-fcc05f645abd": 1, "88fccf7d-2aa2-4e49-8aac-56ddbde323ce": 1, "8bbbc12c-2d7d-483b-9022-1de4f9536c42": 1, "b1db6426-f77a-4087-9639-5d720fc66026": 0, "c7e87ed1-6cdf-4ed6-8cde-26f7416761f4": 1, "cbca6915-6f66-454c-9681-cfec8c664ee2": 1, "e258e8da-d924-490d-b944-737618940f1a": 1, "e40337c1-f4c1-40ee-b499-384ea0aa94cc": 0, "fe065f4b-a522-4b38-80ca-86ec9759e0c5": 1}
125	5000	22	372	347	19	0.991	2	1.0	13,9	0.6	1.0	1.0	0.0	0.0	2	0.818	21	8	14	1.0	0.0	0.0	0.905	0.113	0.077		{"149df294-0648-4ca2-a608-2fb5783ed5f5": 0, "4084f6c2-b690-4bb6-8542-a5e83236bae6": 1, "47fb9c28-f56e-460a-9d84-ad868d842502": 0, "5eef6bd8-1e46-4532-8656-5c15605f3b4c": 1, "69339868-5ea2-48ef-bcd9-aa4da799fa64": 1, "7e861c83-0330-4922-94c2-53ce3d66e70b": 1, "83d91c78-a912-403d-b6f4-6ec5d49a5ea5": 0, "8adb2f17-a77e-4ff8-88c2-f21d1d4c6565": 1, "8c58ebe6-f65e-409f-8329-057d6da659b1": 0, "97539439-73de-448e-be60-bab67d0917e3": 1, "982dc4f6-ae3c-4348-a47e-8b6040d2da52": 1, "a43b4f30-9012-4c2c-89fe-a4a219a78af3": 0, "a99c6cb2-7fd3-4c4a-80e9-3fa13b48557e": 1, "b33bda82-adf2-429e-94e2-0f91eb009cfd": 1, "ba4f2c34-2b26-4ac3-80fd-e152e1c50982": 0, "c0dafd6c-ab9f-4e76-8293-ca8dd483cd70": 1, "c2a62ad0-d0cc-46b8-b417-20a97498f421": 1, "d55e7e11-4ea9-4f54-859e-bb138430935f": 0, "d633cb31-add0-4fb5-b640-07d29d12ceba": 0, "e8c866cc-f248-49cc-9c9b-b6013af03688": 1, "f06961aa-768c-4ed0-9a46-9d4686053fe1": 1, "fcf5c0ba-6373-4e69-9e1d-0a674e5e8d1c": 0}
126	5000	21	922	912	41	0.995	2	1.0	11,10	1.1	1.0	1.0	0.0	0.0	2	1.0	19	10	10	1.0	0.0	0.0	1.0	0.0	0.0		{"0622d56a-32a9-437f-b4ca-b093ca529a0e": 0, "0c7dc826-7573-40b7-bd70-d6f6e61fc3a2": 1, "12c8eba5-2dfa-43b4-abc2-8dd4f64c790b": 1, "2377186a-befb-4980-8690-3d176a56f825": 0, "268ea250-5414-47fa-8351-18d11dcbc0e6": 0, "2e3ef5dc-b6c5-4ce3-bc32-f96a64e52106": 1, "2eefe076-7d23-4e65-86c7-732fde9e8f72": 1, "3421b773-ebef-4d58-93e0-5bdf50355fd4": 1, "4e86129b-e1b4-44d0-bd77-231f3cfa9911": 0, "67e1c651-90cf-4610-901e-4e4724f4e0fb": 0, "6a8063ed-f23f-47ec-93ad-eb1431230c01": 1, "80e379a4-e1fe-4602-97e4-58450c28a464": 0, "87d6416a-0d8d-489e-95bf-3b87d26ffffd": 0, "97e2ee3f-6bf7-4628-b3a0-4df20754af4a": 1, "ca33cead-0c0d-4213-97eb-173e5977070b": 0, "d185f77a-8c5b-4776-b6e8-379c71b8a571": 1, "e8549ab1-6d41-4431-acae-6869bf3a1cdc": 0, "e87dc593-d499-4b01-9c89-73a1fe08e290": 0, "ea2638c6-8497-4c8a-b5c5-d7b1d9dc048f": 0, "ededa2f0-5b39-45a6-a10e-7453e15c7682": 1, "feb5c3b6-23d2-4c0e-b440-31cf70f91e21": 1}
127	5000	21	577	620	62	1.0	2	1.0	11,10	1.1	1.0	1.0	0.0	0.0	2	0.809	21	11	12	1.0	0.0	0.0	0.905	0.09	0.1		{"0622d56a-32a9-437f-b4ca-b093ca529a0e": 0, "0c7dc826-7573-40b7-bd70-d6f6e61fc3a2": 1, "12c8eba5-2dfa-43b4-abc2-8dd4f64c790b": 1, "2377186a-befb-4980-8690-3d176a56f825": 0, "268ea250-5414-47fa-8351-18d11dcbc0e6": 0, "2e3ef5dc-b6c5-4ce3-bc32-f96a64e52106": 1, "2eefe076-7d23-4e65-86c7-732fde9e8f72": 1, "3421b773-ebef-4d58-93e0-5bdf50355fd4": 1, "4e86129b-e1b4-44d0-bd77-231f3cfa9911": 0, "57534a34-7767-4ada-b261-377b252b2813": 0, "67e1c651-90cf-4610-901e-4e4724f4e0fb": 0, "6a8063ed-f23f-47ec-93ad-eb1431230c01": 1, "767575b6-7208-4f40-8446-9c4b42c6084a": 0, "80e379a4-e1fe-4602-97e4-58450c28a464": 0, "87d6416a-0d8d-489e-95bf-3b87d26ffffd": 0, "97e2ee3f-6bf7-4628-b3a0-4df20754af4a": 1, "c26765b5-57f6-4a39-982e-fcab61dd1fd2": 1, "cf839f1c-38d4-45fa-a56a-088571d6583a": 1, "e8549ab1-6d41-4431-acae-6869bf3a1cdc": 0, "ea2638c6-8497-4c8a-b5c5-d7b1d9dc048f": 0, "ededa2f0-5b39-45a6-a10e-7453e15c7682": 1}
128	5000	24	575	589	23	1.0	2	1.0	15,9	0.8	1.0	1.0	0.0	0.0	2	1.0	24	16	9	1.0	0.0	0.0	1.0	0.0	0.0		{"0622d56a-32a9-437f-b4ca-b093ca529a0e": 0, "17831c39-5b8d-40c3-90cb-d19b659642ad": 0, "31d6d9a2-bd7c-405d-bbbe-eae5f705bc02": 0, "3421b773-ebef-4d58-93e0-5bdf50355fd4": 1, "44b79d15-71b5-4320-baaa-9209bc25c8cc": 1, "57534a34-7767-4ada-b261-377b252b2813": 0, "62b2ec54-c9c2-435b-8762-50b7a810c59d": 1, "6e6b8cb2-bfeb-4d4a-8577-e0a58901da04": 1, "7aa758f7-4f9d-463e-b298-011fe8f66389": 0, "7aec3039-2a60-454a-9c0e-e654e28a1a45": 1, "80278f3f-b275-447e-89d3-7ba576a0dfec": 1, "8ac1d452-76fd-49ef-99d1-c0c3b092c4de": 1, "8e0ba674-3055-41e5-ab98-bc92c93988d8": 1, "8eca6f95-8038-4e11-97f7-0f66225eb050": 1, "92866f6f-2ca5-43bc-8697-bef8f9f34f79": 0, "98ac9071-91ea-4e5a-9966-d65999241694": 1, "a6fdd622-3743-45e0-9f5e-df06e47595f7": 1, "a81b76fd-beb2-4cc9-8d0e-e8abb5aae4fc": 1, "aa55b7a0-e6bd-440b-8ead-cfd4755a7b9e": 1, "b5ae4cde-c239-4534-9634-9c8622c57b31": 0, "c26765b5-57f6-4a39-982e-fcab61dd1fd2": 1, "cf839f1c-38d4-45fa-a56a-088571d6583a": 1, "d5932fc6-6de6-483d-8e2f-bdeed413d8fa": 0, "e9892f82-925e-4218-83d3-65efd399330a": 0}
129	5000	23	143	141	34	1.0	2	1.0	12,11	0.8	1.0	1.0	0.0	0.0	2	1.0	22	11	13	1.0	0.0	0.0	1.0	0.0	0.0		{"1043495a-22ad-413c-8230-ffd3876eb2f4": 0, "18d5f929-c74d-4585-924b-3c2895867fde": 0, "214a6354-761c-4d18-8df5-678e12d24c23": 0, "252ced03-517d-4257-9d16-30584d569f5b": 0, "25949272-cc7b-4a27-9672-cbfe14754d51": 0, "2775ce6e-bde1-424c-88c7-79181b3ba3b6": 0, "2917581e-ab70-4843-b1ca-e52b04ccae62": 1, "3255711b-0b0e-4bf0-824e-53c886ea3a98": 1, "403fd4b5-37fd-49fa-93aa-a06abc0c81eb": 1, "46c9b051-7486-47f4-b598-917fa2ebe1ae": 0, "60d4824e-af74-4544-af3b-d6f043cd9089": 0, "6aa5ffb9-5148-4cf0-98c0-187fbda939d4": 1, "6c3097b8-0140-4b0e-a65d-00ee7990210b": 1, "78248b31-c442-47c3-a52e-c05bb4e6780a": 1, "87f409aa-2745-4071-8ec3-cf7489f0011e": 0, "93c237a6-9161-4e43-a662-d58154b21449": 0, "d0c8f172-a14c-4064-b3ec-48d630f5c85f": 1, "dd646947-3847-4056-b2da-1868a74f6d20": 1, "de1e3b94-ed46-46db-870d-a450f174fc82": 0, "e2ff3b46-3445-4bb1-9301-fed3071ce554": 1, "ee69863a-6c94-4338-a3cb-f36ba81957f1": 1, "fe2187ff-abe1-457c-add5-3ef8809a7e48": 0, "fe4c8637-dbe9-4754-bced-ba2d1daf4d65": 1}
130	5000	25	152	116	21	0.977	2	1.0	13,12	0.8	1.0	1.0	0.0	0.0	2	1.0	24	13	13	1.0	0.0	0.0	1.0	0.0	0.0		{"08104496-1297-4c37-94a7-ee90fef31ecf": 0, "1043495a-22ad-413c-8230-ffd3876eb2f4": 1, "1207172c-a5a6-450a-a2f3-8d49091d4073": 1, "1267b433-3a65-4ab9-9ccc-a1f319179e97": 0, "1cc95ce2-0583-4c7a-a242-83fd6ca1ad5b": 1, "24cbc1b3-92c6-4912-a50d-0e1bb4a8eec8": 0, "2a3664d9-4c5a-468a-8820-18a66430b414": 1, "3255711b-0b0e-4bf0-824e-53c886ea3a98": 0, "38d1697e-1ca7-403a-b266-408d12bbb313": 0, "440ab3e0-5169-4bb7-81b6-fb4d9b2143fb": 0, "47f51cd5-1ab8-45aa-af1b-0ae76a0e8c73": 1, "56b13f80-b7f2-4438-92bb-60f3d7bea492": 1, "60d4824e-af74-4544-af3b-d6f043cd9089": 1, "67c3095a-6ff5-4000-845d-0148df65481f": 1, "a14b104d-ad96-416c-93b1-ca1855291806": 1, "a173ddda-31e4-4427-9bec-332e14e0c426": 0, "af8f4446-eab1-40e0-b587-0155dcabcc98": 0, "af9133db-cadd-4261-872c-d35cbb145728": 1, "cfcc2efd-09fe-4758-9dd3-958f6b23203f": 1, "d0c8f172-a14c-4064-b3ec-48d630f5c85f": 0, "d717d8c6-b328-41c4-ba21-e915c8651ba2": 1, "dd646947-3847-4056-b2da-1868a74f6d20": 0, "ee69863a-6c94-4338-a3cb-f36ba81957f1": 0, "f524ced6-a738-4726-b740-c1942d7563ac": 1, "fe4c8637-dbe9-4754-bced-ba2d1daf4d65": 0}
131	5000	13	184	157	25	0.962	2	1.0	8,5	0.9	1.0	1.0	0.0	0.0	2	1.0	13	5	8	1.0	0.0	0.0	1.0	0.0	0.0		{"278a8980-3e8e-48fe-8a51-5b726222f3c5": 0, "49b9b560-61b3-4f42-8955-9d11afc30643": 0, "4b97cd4e-5bce-4596-a734-be36793c7b9b": 0, "6bee3d50-e54f-4666-bf32-1e4818076e9e": 1, "810d94f6-f4c1-46cf-b587-3d3e6cfd8ff5": 0, "888ccec7-18aa-43fc-8a45-5d9e0c10a336": 1, "8d99e471-1192-4517-bd77-a4180f09c07f": 0, "c2aea4ca-7ed3-4779-8452-5f9488c88e18": 0, "c4fa0783-920f-49b4-a8cb-7bdd31c305a3": 1, "c5702f65-c5bc-489e-a2a1-8966025a8ea2": 1, "c8f6f07e-f618-4140-956b-2cad4687a549": 1, "ca0f7b50-97cb-4d39-ba68-ddfe75cf258a": 0, "db6feea3-e023-46d4-ab9c-c6c5cb5d3d13": 0}
132	5000	15	271	264	12	0.99	2	1.0	8,7	0.5	1.0	1.0	0.0	0.0	2	1.0	15	7	10	1.0	0.0	0.0	1.0	0.0	0.0		{"02e79537-cfd1-4472-9f83-d5ebb9b93321": 0, "27263b53-ee6d-4eb9-8bc0-8790aece2999": 1, "2e43aa31-8392-4875-8da6-c5564a52cb48": 0, "3227036f-1262-4447-a660-e0caf8ac77bf": 1, "5c1d0256-101f-435b-a675-1a8f711d9b27": 1, "694bc657-ca6c-4a17-beb8-7a6d6440f20f": 0, "6bee3d50-e54f-4666-bf32-1e4818076e9e": 0, "743bcda5-e98d-44d9-b6ae-d202408c8159": 0, "7f85601d-6355-472e-ab6a-30dccd8e896e": 1, "9104c4b1-6d8f-4bee-8608-49e7299ae511": 1, "c4fa0783-920f-49b4-a8cb-7bdd31c305a3": 0, "cb504554-5f97-4af1-8343-d48ceeece702": 0, "dca71808-4361-4f36-97f3-47c146627564": 1, "f6eb6b7c-5561-4a3b-847a-6790c653639e": 1, "fc17dfdf-1bf4-4140-a5e8-b9a0c953cfd5": 1}
133	5000	21	97	80	1	0.819	2	0.905	10,9,1,1	0.7	1.0	1.0	0.0	0.0	1	0.0	19	10	10	1.0	0.0	0.0	0.474	0.0	1.0		{"20e3291b-609b-4b2a-a98a-0052b011545e": 0, "25aabff7-96dc-4f79-ab91-81bb01fa5677": -1, "2995b938-d0a8-4b74-bf49-6fc0308abea0": 2, "2b77bd13-94ef-439e-8758-8ba1522011e2": 2, "3092bf08-6f71-40a6-91fb-27bbc5e74f88": 0, "42892df0-2ee0-43a0-aa19-9d9fd939b197": 0, "45ea0fc0-b035-4aa9-960c-dc93e04a2f35": 2, "4f9329b1-68e8-4874-afed-000599261fc5": 2, "5bbbcba2-dc0d-4f1a-8b09-d9e96237c23a": 0, "5c698808-c50f-45e3-9196-f6527bbf0f22": 2, "70306aac-451d-43ab-b874-5da14ff7da51": 0, "845079ad-304d-4f2f-85be-86076da18f80": -1, "91617154-3e99-4c5c-b701-65a5c2934054": 2, "93f2d1e5-dde1-4f73-9a67-ad5b19221815": 0, "9f2494c8-8100-4dc0-8049-713f8d41591c": 0, "a2054212-235c-4f4b-9526-dd694aa1eae7": 2, "a580ecba-e825-4b81-996f-19ce9982d9c9": 2, "a7c296a3-a949-4b53-84a1-0d32a2780e9d": 2, "a95d9578-2caa-4ddd-a1ca-b1424c6ac19b": 2, "dd63d60c-3e11-450f-8f2e-7cee1d0ddf39": 0, "e3381927-2a31-4990-a7b8-3eeea4ae6677": 0}
134	5000	29	402	365	30	0.995	2	1.0	19,10	1.4	1.0	1.0	0.0	0.0	2	1.0	29	19	13	1.0	0.0	0.0	1.0	0.0	0.0		{"003ae9aa-4a04-4877-b425-3069ad4922bb": 0, "0163830e-5ca5-4fb6-8d1b-f2ae24a86cd0": 1, "12cafa43-cbbe-4bd2-aa3e-03efcadd83fd": 0, "18233b84-b869-4886-8e42-d16b0bdaa562": 1, "20201297-98bd-4509-9654-38890ad01f5c": 0, "2f98a951-09ba-4817-8acc-b2a395c9ad79": 1, "3092bf08-6f71-40a6-91fb-27bbc5e74f88": 1, "54784784-0ebc-40c3-91fd-d3843fec91e7": 1, "5fbe61fb-b1fb-4f7a-b79e-d53ff8133b5f": 0, "75a94b24-6e42-458e-9993-9a02c130c8fb": 0, "780872ee-3849-462f-bca9-29617150e96a": 0, "7882aa65-a829-4174-abdd-4058358d722f": 1, "7a0db46c-49fe-46cf-a55e-2521c9791c1b": 1, "7b0dc0fe-da27-493b-9420-6f92f7307027": 1, "83fbc2cf-aa87-46d3-90ca-1a876dfb8048": 1, "874b2317-3e96-4c76-9dac-2a5c6a02b252": 0, "a87781a4-49df-4112-93a9-32bb1c1bfd9a": 0, "b099ea20-00cc-4121-a289-52886bb6c326": 0, "b65659d6-25b0-4067-8625-be669d9f1c0e": 0, "bafd9e55-49f2-4760-8524-7d69d668dd61": 0, "c381b1bb-86b2-4277-9d48-3b3254ad3c91": 1, "c3a0bc17-8566-4ce7-944e-d905151f5840": 0, "c89854ff-fa9a-4bcc-a98e-12ca5129d33c": 0, "cc4f9a68-c09f-43df-a682-bc5328b20a7e": 0, "d48b3ecc-826e-4b16-bdd4-47796486d2d9": 0, "d598f39f-10ec-48b7-963e-93b944ea6574": 0, "d954da8d-351b-446b-9830-ab7e4f96e824": 0, "e74565cb-03c5-43ef-8da4-e8731d6fe0ae": 0, "e80ea865-c5d3-4ace-9897-7c07f2e33e1d": 0}
135	5000	21	8	1	1	0.081	0	0.0	2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.6	0.0	nan	nan	nan	1	0.0	15	7	9	0.533	1.0	0.0	0.467	0.0	1.0		{"0033b475-a07b-4eee-a79f-6bb399e6bfc5": -1, "010021bc-58d7-44ff-aa90-c624a74f505f": -1, "02dc62d2-286f-44a6-8397-a9c63f6f208f": -1, "034f0fa5-aa9c-47e2-9e57-322898585b82": -1, "0d4dbfc7-3f9a-4214-a872-fc007a4c5480": -1, "0ec5c642-4789-4677-8e07-d11d1caee67d": -1, "0f3dfc52-3a93-40e7-9542-aeea25962d3a": -1, "2ccdee47-25c4-40fc-95ab-cc6eb9e6c0c5": -1, "3d70d565-e3fd-4635-8b12-70e8a412b702": -1, "48a7c2b4-029a-4aea-bbe0-a071d71e628b": -1, "4da1b69d-96b5-4be4-84be-1eb6eb540fe9": -1, "6bdbe867-cbab-4eed-90e4-b1014eabf482": -1, "7280e412-bed8-4d08-9229-bc973596a027": -1, "a7f8ae40-85b9-49b2-b560-2ec115c7dce6": -1, "c186df93-1f4d-4aeb-aa94-dfe3f0fc3c51": -1, "d673b083-6d5e-48fe-aaa1-1ed5d63037aa": -1, "d9c477b7-5ea7-4d29-9f25-cdb5d9a61947": -1, "e293f455-dd27-42a0-950a-eef6702312ba": -1, "e91d06c4-a718-49a2-ae56-9be46370b761": -1, "ecb3239f-b9ae-4f8d-8991-2943a2baedea": -1, "ef81f397-5bca-49ca-86e1-b20215bf2f85": -1}
136	5000	20	7	0	0	0.0	0	0.0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.8	0.0	nan	nan	nan	1	0.0	17	11	6	0.485	1.0	0.0	0.515	0.0	1.0		{"0033b475-a07b-4eee-a79f-6bb399e6bfc5": -1, "034f0fa5-aa9c-47e2-9e57-322898585b82": -1, "0ec5c642-4789-4677-8e07-d11d1caee67d": -1, "120d3f96-2465-4023-93a2-6fb179a3e308": -1, "2dd572bf-88aa-4ff8-9c63-a3d339e1ca2d": -1, "6bdbe867-cbab-4eed-90e4-b1014eabf482": -1, "6d134125-1920-443b-be02-f2c8cf269e05": -1, "727e3852-fc80-444c-9328-215ac611b462": -1, "7a5738c9-614a-457b-b64a-0692016561f7": -1, "952e34b8-52dc-4f2f-85f7-bdd65fe926b0": -1, "9b45638d-a3c7-4081-94ad-020675d225a6": -1, "a31b59f1-7e55-4347-abf3-432a9107c28f": -1, "a758210c-aed0-4b6a-a3ca-e2c23bc63e46": -1, "ad9f0625-707c-4e89-8669-cc92ed86e889": -1, "c854ad65-6f24-4ec5-952e-1716a85b01ab": -1, "d27912dc-8340-4793-ae2d-f9cfc1e7f18a": -1, "d673b083-6d5e-48fe-aaa1-1ed5d63037aa": -1, "eaaed584-3754-40f0-aca8-d7bd6467cee5": -1, "ecb3239f-b9ae-4f8d-8991-2943a2baedea": -1, "ef81f397-5bca-49ca-86e1-b20215bf2f85": -1}
